Fx,Fy,Fz,Tx,Ty,Tz,Timestamp
0.16,-0.1,-0.05,-0.02,-0.0,0.0,1688399789.3321724
0.02,-0.17,-0.09,-0.02,0.0,0.0,1688399789.4081702
0.07,-0.05,-0.06,-0.02,0.0,0.0,1688399789.492144
0.05,-0.15,-0.09,-0.02,0.0,0.0,1688399789.5723374
0.05,-0.09,-0.05,-0.01,0.0,-0.0,1688399789.652339
-0.04,-0.08,-0.19,-0.01,0.0,0.0,1688399789.7280824
-0.08,0.07,-0.46,-0.01,0.01,-0.0,1688399789.7961414
-0.03,-0.19,-0.58,-0.02,0.01,0.0,1688399789.8721044
0.03,-0.16,-0.51,-0.01,0.01,-0.0,1688399789.9521403
-0.02,-0.24,-0.53,-0.01,0.01,-0.0,1688399790.016025
0.05,-0.34,-0.5,-0.01,0.01,-0.0,1688399790.0961683
0.0,-0.37,-0.61,-0.01,0.01,-0.0,1688399790.1641963
0.08,-0.34,-0.76,-0.01,0.01,-0.0,1688399790.2397332
0.05,-0.37,-0.71,-0.0,0.01,-0.01,1688399790.3040178
0.04,-0.4,-0.74,-0.0,0.01,-0.0,1688399790.3676562
0.0,-0.43,-0.82,-0.0,0.01,-0.01,1688399790.4396353
0.14,-0.38,-0.81,0.0,0.01,-0.0,1688399790.5316143
0.03,-0.51,-0.79,0.01,0.02,-0.0,1688399790.6116538
0.05,-0.36,-0.81,0.0,0.01,0.0,1688399790.6916416
-0.01,-0.42,-0.94,0.0,0.01,0.0,1688399790.7716577
-0.09,0.28,-0.95,-0.01,0.02,0.0,1688399790.8522403
0.04,0.37,-0.87,-0.01,0.01,0.01,1688399790.9320107
0.12,0.26,-0.97,-0.02,0.02,0.01,1688399791.0080078
0.19,0.34,-0.95,-0.02,0.02,0.01,1688399791.0921106
0.21,0.59,-1.02,-0.03,0.02,0.01,1688399791.1680694
0.18,0.2,-1.05,-0.03,0.03,0.0,1688399791.2523112
-0.03,-0.23,-0.95,-0.02,0.02,-0.0,1688399791.3280888
0.0,-0.34,-0.88,-0.02,0.02,-0.0,1688399791.4121797
