Fx,Fy,Fz,Tx,Ty,Tz,Timestamp
-0.72,0.21,-1.29,-0.01,0.01,0.01,1688390488.772287
-0.01,-0.04,-1.25,-0.01,0.02,0.01,1688390488.8678837
0.8,-0.02,-1.15,-0.0,0.03,0.0,1688390488.9478652
0.74,-0.15,-1.08,-0.0,0.03,0.0,1688390489.027888
0.67,-0.32,-1.07,0.0,0.03,0.0,1688390489.1078923
0.25,-0.8,-1.03,0.01,0.02,-0.0,1688390489.1879973
-0.61,-0.54,-1.02,0.01,0.01,0.0,1688390489.2679071
-0.96,-0.05,-1.2,0.01,0.01,0.0,1688390489.347939
-0.83,0.05,-1.31,0.0,0.0,0.0,1688390489.4279737
1.11,-0.38,-1.74,0.01,0.04,0.01,1688390489.5079901
1.25,-0.48,-1.7,0.01,0.04,0.0,1688390489.5840404
0.98,-0.61,-1.4,0.01,0.04,0.0,1688390489.6519146
-0.1,-0.46,-1.39,0.02,0.03,-0.01,1688390489.7321765
-1.24,-0.01,-1.36,0.02,0.01,-0.01,1688390489.8121276
-1.33,-0.03,-1.46,0.01,0.01,-0.01,1688390489.8920918
-0.55,-0.82,-1.45,0.02,0.01,-0.01,1688390489.972253
0.58,-0.95,-1.31,0.02,0.03,0.01,1688390490.0641663
0.91,-0.52,-1.28,0.01,0.03,0.01,1688390490.1482923
-0.29,0.65,-1.2,0.01,0.02,0.01,1688390490.240262
-0.46,1.1,-1.2,-0.01,0.01,0.01,1688390490.340099
-0.28,0.93,-1.05,-0.02,0.01,0.01,1688390490.4202545
-0.93,0.71,-1.34,-0.01,0.0,0.01,1688390490.500287
1.55,-0.3,-1.95,-0.02,0.03,-0.01,1688390490.5759914
1.51,-0.42,-1.97,-0.01,0.03,-0.01,1688390490.6561494
1.44,-0.47,-1.95,-0.02,0.04,-0.01,1688390490.724169
0.61,0.01,-1.38,-0.02,0.03,-0.0,1688390490.8162818
-0.57,0.72,-0.94,-0.01,0.01,0.02,1688390490.9002526
-0.08,0.58,-0.8,-0.02,0.02,0.02,1688390490.9803193
0.58,-0.09,-1.65,-0.03,0.03,-0.01,1688390491.060041
1.48,-0.7,-2.17,-0.04,0.04,-0.03,1688390491.140061
1.75,-0.82,-2.53,-0.04,0.06,-0.03,1688390491.2202852
1.29,-0.79,-2.09,-0.02,0.05,-0.02,1688390491.312291
-1.06,-0.15,-1.88,-0.03,0.02,0.02,1688390491.3963122
-1.2,0.59,-1.54,-0.04,0.01,0.02,1688390491.4882412
0.0,0.74,-1.2,-0.02,0.04,0.02,1688390491.5561824
0.37,0.52,-0.97,-0.03,0.04,0.02,1688390491.6322076
1.5,-0.37,-1.81,-0.05,0.06,-0.03,1688390491.7001421
1.47,-0.75,-2.31,-0.06,0.07,-0.04,1688390491.7802103
1.28,-1.01,-2.21,-0.05,0.08,-0.04,1688390491.860234
-0.83,0.67,-1.52,-0.04,0.03,0.03,1688390491.9402652
-0.84,0.65,-1.19,-0.05,0.01,0.04,1688390492.0199845
-0.9,0.02,-1.87,-0.06,0.03,0.03,1688390492.1001434
0.34,-1.55,-1.93,-0.02,0.05,-0.02,1688390492.1962235
0.24,-1.25,-1.41,0.01,0.04,-0.01,1688390492.276345
-1.18,-0.65,-1.42,0.01,0.02,-0.0,1688390492.3723423
-1.37,0.04,-1.62,0.0,0.01,0.01,1688390492.4520516
0.08,-0.38,-2.2,0.03,0.04,0.0,1688390492.5282984
1.44,-1.02,-2.21,0.01,0.06,0.01,1688390492.612272
1.2,-0.75,-1.81,0.01,0.04,0.01,1688390492.6919959
-1.06,-0.77,-1.93,0.01,0.02,-0.01,1688390492.772066
-1.01,-0.2,-1.42,0.02,0.02,-0.01,1688390492.8521807
-0.63,-0.63,-1.69,0.03,0.05,-0.02,1688390492.9319978
0.66,-1.62,-2.98,0.07,0.07,-0.0,1688390493.0081732
2.19,-1.2,-3.45,0.06,0.07,0.04,1688390493.0761807
2.73,-0.7,-3.65,0.06,0.09,0.04,1688390493.1556551
2.28,-0.28,-3.32,0.05,0.1,0.04,1688390493.2356436
-0.94,-0.53,-2.68,0.04,0.04,-0.02,1688390493.3158727
-1.86,-0.2,-1.91,0.04,0.01,-0.03,1688390493.3959644
-1.47,-0.57,-2.11,0.04,0.02,-0.02,1688390493.4759147
1.85,-0.6,-3.11,0.07,0.07,0.04,1688390493.5558877
2.4,-0.57,-3.05,0.06,0.07,0.05,1688390493.6360688
0.2,0.02,-2.32,0.04,0.04,0.01,1688390493.7322688
-1.15,0.22,-1.43,0.02,0.01,-0.02,1688390493.8123744
-2.61,0.11,-1.01,0.0,0.0,-0.01,1688390493.8922217
0.27,-0.48,-3.36,0.06,0.05,-0.01,1688390493.9723532
2.98,-0.88,-3.9,0.06,0.03,0.05,1688390494.0521698
1.86,-0.51,-3.04,0.05,0.03,0.04,1688390494.1281657
1.34,-0.38,-2.59,0.03,0.03,0.02,1688390494.1961503
-1.09,-0.03,-2.02,0.03,-0.01,-0.01,1688390494.276159
-2.04,0.09,-1.81,0.02,-0.02,-0.02,1688390494.3560753
-0.53,0.14,-2.49,0.05,-0.01,-0.0,1688390494.436114
2.4,-0.56,-3.07,0.05,0.05,0.04,1688390494.5162582
2.09,-0.58,-2.53,0.04,0.04,0.04,1688390494.6123226
0.81,-0.5,-1.44,0.03,0.03,0.02,1688390494.6922345
-0.74,-0.46,-2.04,0.04,0.02,-0.01,1688390494.7842307
-1.14,0.15,-1.97,0.04,0.0,-0.02,1688390494.8680758
-1.19,-0.03,-1.79,0.03,-0.01,-0.02,1688390494.9480941
0.24,-0.77,-1.27,0.02,0.01,0.01,1688390495.0280042
0.72,-0.22,-1.16,0.02,0.03,0.02,1688390495.1079228
0.05,0.81,-0.91,0.0,0.01,0.01,1688390495.1839385
-0.19,0.76,-0.9,-0.0,0.01,0.01,1688390495.2519047
0.52,0.61,-1.14,0.01,0.02,0.01,1688390495.3279192
1.14,-0.11,-1.33,0.01,0.03,0.01,1688390495.412235
0.58,-0.19,-1.35,0.02,0.02,0.01,1688390495.4917805
-1.11,0.18,-1.57,0.01,-0.0,-0.01,1688390495.5719793
-0.83,0.36,-1.3,0.01,-0.01,-0.0,1688390495.6517665
-0.2,-0.76,-1.4,0.01,0.01,0.0,1688390495.7320297
0.6,-0.51,-1.19,0.01,0.02,0.01,1688390495.8119586
0.31,-0.23,-0.8,0.01,0.01,0.01,1688390495.892001
0.01,0.0,-0.27,0.0,0.01,0.0,1688390495.97198
-0.27,-0.43,-1.22,0.04,0.01,-0.01,1688390496.052032
-1.13,-0.34,-2.31,0.07,0.02,-0.03,1688390496.1319923
-1.73,-0.56,-2.87,0.1,0.01,-0.05,1688390496.212026
-2.29,-0.36,-3.16,0.1,0.02,-0.06,1688390496.2919607
-0.92,-0.07,-2.6,0.09,0.04,-0.02,1688390496.37201
1.24,-0.38,-1.68,0.05,0.05,0.04,1688390496.4520345
1.11,-0.63,-1.47,0.04,0.04,0.03,1688390496.532309
-1.15,-0.39,-1.9,0.08,0.03,-0.04,1688390496.6122992
-1.62,-0.73,-2.19,0.07,0.02,-0.05,1688390496.6920476
-1.31,-0.88,-1.99,0.07,0.02,-0.04,1688390496.772233
0.02,0.6,-1.73,0.04,0.03,0.02,1688390496.8522096
-0.01,1.02,-1.07,0.01,0.01,0.01,1688390496.9320545
-0.35,1.03,-1.14,-0.01,0.01,0.01,1688390497.0122957
-0.35,0.84,-0.9,-0.01,0.01,0.01,1688390497.092251
-0.08,0.55,-0.77,-0.02,0.01,0.01,1688390497.1722422
0.07,0.7,-0.86,-0.02,0.02,0.02,1688390497.2522497
0.46,0.21,-1.62,-0.03,0.04,0.0,1688390497.3322492
1.84,-0.46,-2.33,-0.05,0.06,-0.04,1688390497.4120069
1.95,-1.05,-2.86,-0.04,0.07,-0.04,1688390497.4921079
1.49,-1.15,-2.54,-0.04,0.08,-0.04,1688390497.5761902
-0.65,0.28,-1.33,-0.03,0.02,0.02,1688390497.6679137
-0.02,0.37,-0.4,-0.02,0.01,0.01,1688390497.7480514
-0.2,0.65,-0.91,-0.03,0.03,0.03,1688390497.8280175
-0.39,0.81,-0.91,-0.04,0.02,0.02,1688390497.9080637
0.03,-0.72,-2.43,-0.08,0.05,-0.01,1688390497.9843059
0.64,-2.08,-2.65,-0.06,0.06,-0.03,1688390498.052322
0.84,-1.93,-2.62,-0.05,0.06,-0.03,1688390498.1321204
0.8,-2.0,-2.43,-0.03,0.06,-0.03,1688390498.212297
0.21,-1.85,-2.12,-0.01,0.05,-0.02,1688390498.2962053
-1.49,-0.73,-1.81,-0.01,0.01,0.01,1688390498.3922627
-0.54,-1.19,-1.96,0.01,0.02,-0.0,1688390498.4841392
1.18,-1.08,-1.79,-0.0,0.04,-0.01,1688390498.5639992
0.74,-0.97,-1.53,0.0,0.03,-0.01,1688390498.6441302
-1.03,-0.47,-1.7,0.01,0.01,-0.01,1688390498.724148
