Fx,Fy,Fz,Tx,Ty,Tz,Timestamp
0.13,0.09,-0.1,0.0,-0.0,-0.0,1688744054.1947105
0.07,0.14,-0.2,0.01,0.0,-0.0,1688744054.2747438
0.19,0.21,-0.16,0.01,0.0,-0.0,1688744054.378754
0.13,0.13,-0.15,0.01,0.0,-0.0,1688744054.446599
0.1,0.08,-0.18,0.0,0.0,-0.0,1688744054.5347493
0.2,0.22,-0.15,0.01,-0.0,-0.0,1688744054.6306715
0.19,0.0,-0.91,0.0,0.03,-0.0,1688744054.7266235
0.54,-0.37,-1.09,0.01,0.03,-0.01,1688744054.8226752
0.5,-0.62,-1.19,0.01,0.03,-0.01,1688744054.9185407
0.21,-0.64,-0.97,0.01,0.02,-0.01,1688744055.0146475
0.19,-0.88,-1.0,0.01,0.02,-0.02,1688744055.106667
0.15,-0.78,-0.98,0.02,0.02,-0.01,1688744055.190501
0.07,-0.92,-0.98,0.02,0.02,-0.02,1688744055.286648
0.05,-0.81,-1.0,0.02,0.02,-0.02,1688744055.382626
-0.02,-0.99,-1.09,0.02,0.02,-0.02,1688744055.4786518
0.1,-0.94,-1.21,0.03,0.03,-0.02,1688744055.574506
0.05,-1.06,-1.45,0.04,0.03,-0.02,1688744055.6706116
0.04,-0.98,-1.34,0.04,0.03,-0.02,1688744055.7664716
0.86,-0.01,-1.22,0.02,0.03,0.01,1688744055.8626778
0.88,-0.32,-1.37,0.03,0.04,0.01,1688744055.9586535
0.95,-0.4,-1.47,0.03,0.05,0.01,1688744056.0346112
0.89,-0.48,-1.28,0.03,0.05,0.0,1688744056.1184807
0.53,-0.48,-0.94,0.03,0.03,-0.0,1688744056.1986182
0.11,-0.42,-0.72,0.03,0.02,-0.01,1688744056.294475
-0.42,0.05,-0.93,0.03,0.02,-0.01,1688744056.374561
-0.01,0.57,-0.69,0.01,0.01,0.0,1688744056.4545357
0.07,0.77,-0.88,0.01,0.02,0.01,1688744056.534324
0.09,0.73,-0.89,-0.0,0.02,0.01,1688744056.610355
0.22,0.79,-0.92,-0.01,0.02,0.01,1688744056.694107
0.41,0.79,-1.23,-0.03,0.04,0.02,1688744056.7743974
