Fx,Fy,Fz,Tx,Ty,Tz,Timestamp
0.02,0.31,-0.2,-0.01,0.0,0.01,1688564742.581435
0.02,0.28,-0.18,-0.01,0.0,0.01,1688564742.6654897
0.0,0.19,-0.17,-0.01,0.0,0.01,1688564742.7455752
-0.06,0.22,-0.17,-0.01,0.0,0.01,1688564742.8212304
0.01,0.3,-0.11,-0.01,0.0,0.01,1688564742.9015615
-0.1,0.31,-0.19,-0.01,0.01,0.01,1688564742.9814072
0.13,0.31,-0.19,-0.0,0.0,0.01,1688564743.0609763
0.09,0.02,-0.28,-0.01,0.01,0.0,1688564743.1412897
0.0,0.07,-0.09,-0.01,0.0,0.01,1688564743.225526
0.05,0.1,-0.2,-0.0,0.0,0.0,1688564743.3011754
-0.06,-0.03,-0.24,-0.01,0.01,0.0,1688564743.3853528
-0.18,0.09,-0.33,-0.01,0.0,-0.0,1688564743.4612112
-0.2,0.19,-0.28,-0.01,0.0,0.0,1688564743.545277
-0.19,0.18,-0.29,-0.01,0.0,0.01,1688564743.6293411
-0.18,0.27,-0.36,-0.0,0.0,0.0,1688564743.7214363
-0.27,0.26,-0.3,-0.01,0.0,0.0,1688564743.7973201
-0.28,0.28,-0.3,-0.01,0.0,0.0,1688564743.881291
-0.16,0.35,-0.38,-0.01,-0.0,0.01,1688564743.9572995
-0.29,0.31,-0.35,-0.01,0.0,0.01,1688564744.0413337
-0.2,0.5,-0.33,-0.01,0.0,0.01,1688564744.1213243
-0.23,0.41,-0.4,-0.01,0.0,0.0,1688564744.2012491
-0.13,0.6,-0.36,-0.01,0.0,0.01,1688564744.281322
-0.18,0.55,-0.38,-0.01,0.0,0.01,1688564744.3615599
-0.06,0.58,-0.33,-0.01,0.0,0.01,1688564744.4412792
0.03,0.64,-0.32,-0.01,0.0,0.01,1688564744.521358
0.0,0.61,-0.34,-0.01,0.0,0.01,1688564744.6012347
0.21,0.48,-0.35,-0.01,0.01,0.01,1688564744.681579
0.2,0.33,-0.29,-0.01,0.01,0.01,1688564744.76143
0.3,0.37,-0.42,-0.01,0.01,0.01,1688564744.8415387
0.28,0.22,-0.45,-0.01,0.01,0.01,1688564744.9215224
0.39,0.03,-0.56,-0.01,0.01,0.01,1688564745.0015073
0.32,-0.15,-0.63,-0.0,0.01,0.0,1688564745.0814748
0.33,-0.28,-0.71,-0.0,0.01,0.01,1688564745.16133
0.0,-0.22,-0.5,0.0,0.01,0.0,1688564745.2415955
-0.03,-0.2,-0.41,0.0,0.01,0.0,1688564745.3214343
-0.01,-0.09,-0.42,0.0,0.01,0.0,1688564745.4014883
-0.06,-0.04,-0.35,0.0,0.01,0.0,1688564745.4809208
0.03,-0.14,-0.4,0.0,0.0,0.0,1688564745.56088
0.0,-0.08,-0.33,0.0,0.01,0.01,1688564745.6408818
0.13,-0.1,-0.34,0.0,0.01,0.01,1688564745.7215998
0.19,0.12,-0.35,-0.0,0.01,0.01,1688564745.801288
0.33,0.16,-0.42,0.0,0.01,0.02,1688564745.8812966
0.19,0.32,-0.5,-0.0,0.02,0.02,1688564745.9614582
0.17,0.46,-0.48,-0.0,0.01,0.02,1688564746.0408962
-0.04,0.5,-0.37,-0.0,0.01,0.01,1688564746.1210465
-0.01,0.51,-0.29,-0.01,0.01,0.01,1688564746.2009296
-0.11,0.47,-0.37,-0.0,0.0,0.01,1688564746.285083
