Fx,Fy,Fz,Tx,Ty,Tz,Timestamp
-2.92,-1.41,0.36,-0.03,-0.03,-0.02,1688133000.0040154
-2.77,-1.54,0.19,-0.03,-0.03,-0.03,1688133000.1000237
-2.92,-1.45,0.23,-0.03,-0.03,-0.03,1688133000.1800396
-2.61,-1.6,0.12,-0.03,-0.02,-0.03,1688133000.2761521
-2.8,-1.48,0.17,-0.03,-0.02,-0.03,1688133000.3521366
-2.99,-1.4,-0.07,-0.02,-0.02,-0.03,1688133000.4361691
-3.0,-1.52,-0.37,-0.02,-0.02,-0.03,1688133000.5160384
-2.94,-1.68,-0.38,-0.02,-0.02,-0.04,1688133000.5960453
-1.95,-1.69,-0.64,-0.02,-0.02,-0.03,1688133000.6760113
-0.62,-1.42,-1.24,-0.02,0.0,-0.01,1688133000.755988
-0.14,-1.36,-1.25,-0.02,0.01,0.0,1688133000.835995
0.1,-1.27,-1.05,-0.03,0.01,-0.0,1688133000.9160094
-0.01,-1.23,-0.81,-0.03,0.01,0.0,1688133000.9960065
0.14,-0.94,-1.05,-0.02,0.02,0.01,1688133001.0758967
0.42,-0.79,-1.14,-0.03,0.03,0.01,1688133001.155997
-0.21,-0.65,-1.04,-0.03,0.03,0.01,1688133001.235767
-1.78,-0.74,-1.35,-0.03,0.01,0.0,1688133001.311969
-2.44,-0.98,-1.39,-0.02,0.0,-0.01,1688133001.379957
-3.05,-1.15,-1.63,-0.01,-0.02,-0.02,1688133001.4599073
-3.67,-1.58,-1.46,-0.01,-0.02,-0.02,1688133001.5395257
-4.35,-1.82,-1.31,-0.01,-0.02,-0.03,1688133001.6195793
-3.82,-2.78,-0.82,-0.0,-0.04,-0.02,1688133001.6995678
-0.76,-2.99,-0.84,0.01,-0.02,0.02,1688133001.7796977
-0.13,-2.09,-0.67,0.0,-0.01,0.03,1688133001.8599324
0.57,-1.66,-0.66,-0.01,-0.01,0.02,1688133001.9399326
0.6,-1.21,-1.01,-0.01,0.01,0.01,1688133002.0199776
0.68,-0.56,-0.89,-0.02,0.0,0.03,1688133002.0999467
1.11,-0.09,-1.28,-0.02,0.03,0.04,1688133002.1800203
-0.06,0.26,-0.98,-0.04,0.04,0.03,1688133002.2599716
-0.34,0.63,-1.17,-0.04,0.03,0.02,1688133002.3397741
