Fx,Fy,Fz,Tx,Ty,Tz,Timestamp
-2.4,-0.65,-0.45,-0.02,-0.01,-0.01,1688132507.9160187
-2.54,-0.69,-0.5,-0.02,-0.01,-0.01,1688132507.9958894
-2.31,-0.73,-0.54,-0.02,-0.01,-0.01,1688132508.072055
-2.3,-0.74,-0.56,-0.02,-0.01,-0.01,1688132508.1559255
-2.53,-0.76,-0.4,-0.02,-0.01,-0.02,1688132508.2359657
-2.56,-0.79,-0.5,-0.02,-0.01,-0.02,1688132508.3159316
-2.52,-0.79,-0.61,-0.02,0.0,-0.03,1688132508.392202
-2.52,-0.86,-0.61,-0.02,-0.0,-0.03,1688132508.4720688
-2.39,-0.91,-0.87,-0.01,0.01,-0.03,1688132508.5558596
-2.11,-0.95,-1.11,-0.01,0.02,-0.03,1688132508.635919
-1.77,-0.95,-1.34,-0.01,0.02,-0.02,1688132508.728019
-0.5,-0.74,-1.31,-0.01,0.02,0.01,1688132508.8119557
0.67,-0.51,-1.53,-0.01,0.02,0.02,1688132508.9081068
0.85,-0.55,-1.49,-0.01,0.03,0.01,1688132508.9841769
1.27,-0.39,-1.61,-0.01,0.03,0.02,1688132509.0641768
1.21,-0.3,-1.61,-0.01,0.04,0.02,1688132509.1478786
0.88,-0.4,-1.48,-0.01,0.04,0.01,1688132509.2400675
0.81,-0.63,-1.55,-0.01,0.03,0.01,1688132509.324167
0.37,-0.36,-1.39,-0.01,0.03,0.01,1688132509.4202063
-1.36,-0.82,-1.23,-0.02,0.02,0.01,1688132509.516153
-1.7,-0.5,-1.47,-0.02,0.01,0.0,1688132509.6119902
-1.73,-0.45,-1.36,-0.02,0.01,0.01,1688132509.7041867
-1.77,-0.53,-1.29,-0.02,0.0,0.01,1688132509.788166
-2.27,-0.56,-1.19,-0.02,-0.01,0.0,1688132509.883789
-0.47,-0.75,-1.45,-0.02,0.02,0.02,1688132509.9639833
1.18,-0.58,-1.62,-0.01,0.03,0.01,1688132510.0600438
0.95,-0.56,-1.61,-0.01,0.03,0.01,1688132510.1399257
0.77,-0.53,-1.6,-0.01,0.04,0.01,1688132510.2160413
0.83,-0.5,-1.58,-0.01,0.04,0.01,1688132510.2840447
0.97,-0.41,-1.64,-0.01,0.04,0.01,1688132510.363935
0.67,-0.38,-1.44,-0.02,0.04,0.01,1688132510.444048
-0.14,-0.39,-1.29,-0.02,0.03,0.02,1688132510.5200052
-0.28,-0.16,-1.0,-0.03,0.03,0.02,1688132510.58801
-0.5,-0.2,-1.01,-0.03,0.02,0.02,1688132510.6678329
-0.36,-0.29,-1.09,-0.03,0.03,0.02,1688132510.7478235
0.08,-0.67,-1.55,-0.02,0.04,0.0,1688132510.8277764
0.14,-2.0,-2.85,-0.01,0.07,-0.03,1688132510.9077709
0.0,-1.96,-2.83,0.02,0.06,-0.02,1688132510.9877944
-0.75,-1.93,-3.54,0.04,0.07,-0.03,1688132511.067807
-1.74,-2.03,-5.96,0.09,0.1,-0.05,1688132511.1442015
-3.23,-1.25,-6.16,0.09,0.1,-0.05,1688132511.2279203
-2.87,-0.45,-4.39,0.04,0.04,-0.02,1688132511.307783
-3.2,-0.85,-4.12,0.04,0.02,-0.02,1688132511.3878858
