Fx,Fy,Fz,Tx,Ty,Tz,Timestamp
-3.81,-1.77,-0.55,-0.03,-0.01,-0.02,1688132912.8239043
-3.81,-1.76,-0.53,-0.03,-0.0,-0.02,1688132912.9041
-3.6,-1.82,-0.61,-0.03,0.0,-0.02,1688132912.9879582
-3.84,-1.7,-0.65,-0.03,-0.0,-0.02,1688132913.0639632
-3.94,-1.57,-0.68,-0.03,-0.0,-0.02,1688132913.1439698
-4.21,-1.75,-0.64,-0.03,-0.0,-0.02,1688132913.2239575
-4.37,-1.93,-0.81,-0.03,0.01,-0.03,1688132913.3079264
-4.48,-1.67,-1.17,-0.03,0.02,-0.02,1688132913.3881178
-3.55,-1.14,-1.33,-0.03,0.02,-0.0,1688132913.4679396
-2.98,-0.73,-1.31,-0.04,0.03,0.01,1688132913.5479422
-2.55,-0.59,-1.18,-0.04,0.03,0.02,1688132913.6280336
-2.29,-0.69,-1.36,-0.04,0.04,0.01,1688132913.70813
-3.15,-1.37,-1.26,-0.03,0.02,-0.0,1688132913.803885
-2.76,-1.94,-1.18,-0.02,0.01,-0.02,1688132913.8999262
-2.82,-2.1,-1.14,-0.02,0.0,-0.02,1688132913.97991
-1.73,-1.85,-1.43,-0.01,0.01,-0.01,1688132914.0719457
-1.22,-1.54,-1.57,-0.02,0.02,-0.02,1688132914.1560817
-0.63,-1.03,-1.5,-0.03,0.04,-0.0,1688132914.2518692
-1.42,-0.64,-1.13,-0.03,0.03,0.01,1688132914.3279185
-1.14,-0.5,-1.25,-0.04,0.02,0.01,1688132914.4119568
-1.5,-0.73,-1.51,-0.04,0.01,0.01,1688132914.4919305
-1.72,-0.63,-1.61,-0.04,0.0,0.01,1688132914.5719664
-3.1,-0.85,-1.76,-0.04,0.01,0.0,1688132914.6519372
-2.08,-0.35,-1.46,-0.04,0.0,0.01,1688132914.7478862
-2.39,-0.87,-1.42,-0.03,-0.01,0.0,1688132914.8279407
-2.38,-1.64,-1.08,-0.03,-0.03,0.01,1688132914.908045
-2.52,-2.38,-0.41,-0.02,-0.06,0.02,1688132914.9880633
-2.3,-2.65,-0.46,-0.01,-0.05,-0.0,1688132915.0680046
-3.19,-2.97,-0.01,-0.01,-0.07,-0.02,1688132915.164106
-2.94,-2.99,-0.19,-0.01,-0.05,-0.04,1688132915.2441058
-2.83,-2.34,-0.05,-0.01,-0.05,-0.03,1688132915.3399546
-1.02,-1.86,-0.23,-0.02,-0.04,-0.0,1688132915.4199052
-0.21,-1.24,-0.73,-0.02,-0.02,0.02,1688132915.515895
-0.02,-0.9,-1.16,-0.02,0.02,0.02,1688132915.5959175
-1.22,-0.82,-0.89,-0.02,-0.0,0.0,1688132915.6919591
-1.88,-1.02,-0.66,-0.03,-0.0,-0.01,1688132915.7718754
-2.63,-0.78,-0.89,-0.03,0.01,-0.01,1688132915.852035
-3.45,-1.01,-0.38,-0.03,-0.01,-0.02,1688132915.9281042
-4.12,-0.81,-0.48,-0.03,-0.01,-0.02,1688132916.0119019
-4.3,-0.27,-0.36,-0.03,-0.01,-0.01,1688132916.0918272
-3.53,0.09,-0.18,-0.03,-0.01,0.01,1688132916.1679313
-3.15,-0.05,-0.25,-0.04,-0.01,0.01,1688132916.2358804
-2.81,-0.11,-0.33,-0.04,-0.01,0.01,1688132916.3158543
-3.59,-1.01,-0.29,-0.04,-0.02,0.0,1688132916.3920734
-3.97,-1.69,-0.36,-0.03,-0.03,-0.01,1688132916.4759538
-4.02,-2.1,-0.35,-0.02,-0.03,-0.02,1688132916.555917
-4.04,-2.37,-0.24,-0.02,-0.03,-0.04,1688132916.635889
-3.95,-2.39,-0.25,-0.02,-0.04,-0.04,1688132916.7319193
-3.78,-2.07,-0.26,-0.02,-0.05,-0.03,1688132916.8118978
-2.71,-1.58,-0.5,-0.03,-0.03,-0.04,1688132916.8921154
-2.33,-1.3,-0.25,-0.03,-0.04,-0.04,1688132916.9719784
-1.81,-0.63,-0.26,-0.03,-0.03,-0.01,1688132917.0480893
-1.92,0.0,-0.17,-0.04,-0.03,0.01,1688132917.132089
-2.06,0.0,-0.31,-0.04,-0.02,0.01,1688132917.2119179
-2.35,0.01,-0.44,-0.04,-0.02,0.01,1688132917.2920249
-3.12,-0.32,-0.65,-0.05,-0.01,0.01,1688132917.3720956
-3.62,-0.67,-0.75,-0.04,-0.02,0.01,1688132917.4520833
-4.5,-0.94,-0.87,-0.04,-0.02,0.0,1688132917.532113
-4.66,-1.69,-0.85,-0.03,-0.02,-0.01,1688132917.6118758
-4.88,-2.19,-0.79,-0.02,-0.01,-0.03,1688132917.6920905
-4.58,-2.27,-0.75,-0.02,-0.02,-0.03,1688132917.78393
-4.5,-2.73,-0.63,-0.02,-0.03,-0.04,1688132917.868098
-4.14,-2.76,-0.43,-0.01,-0.04,-0.04,1688132917.9600937
-3.78,-2.76,-0.36,-0.01,-0.04,-0.04,1688132918.0439847
-3.73,-3.02,-0.29,-0.01,-0.05,-0.04,1688132918.1239219
-3.28,-2.92,-0.25,-0.01,-0.05,-0.04,1688132918.2039673
-3.03,-2.36,-0.38,-0.01,-0.04,-0.02,1688132918.2838469
-2.59,-1.15,-0.32,-0.03,-0.02,-0.03,1688132918.3640351
-2.63,-0.46,-0.38,-0.03,-0.01,-0.02,1688132918.4440846
-2.74,-0.27,-0.25,-0.04,-0.01,-0.0,1688132918.5242274
-2.62,0.04,-0.35,-0.04,-0.01,0.01,1688132918.6000688
-2.52,0.24,-0.35,-0.04,-0.01,0.01,1688132918.6681037
-2.53,-0.43,-0.31,-0.04,-0.01,-0.01,1688132918.747918
-3.24,-1.27,-0.38,-0.03,-0.02,-0.02,1688132918.8280869
-3.53,-1.88,-0.4,-0.02,-0.02,-0.02,1688132918.9040556
-3.77,-2.45,-0.45,-0.02,-0.03,-0.03,1688132918.987903
-4.29,-2.98,-0.28,-0.01,-0.04,-0.05,1688132919.0678692
-3.89,-3.11,-0.41,-0.01,-0.03,-0.05,1688132919.1440327
-4.07,-2.82,-0.34,-0.01,-0.04,-0.04,1688132919.2280905
-3.57,-1.74,-0.55,-0.02,-0.03,-0.03,1688132919.3079321
-2.61,-0.99,-0.66,-0.03,-0.0,-0.04,1688132919.3880916
-2.78,-0.45,-0.37,-0.04,-0.01,-0.02,1688132919.4678855
-2.39,-0.55,-0.31,-0.04,-0.01,-0.02,1688132919.5479255
-2.62,-0.93,-0.35,-0.04,-0.0,-0.02,1688132919.6277406
-3.1,-1.61,-0.49,-0.03,-0.0,-0.03,1688132919.7076342
-3.69,-2.08,-0.35,-0.03,-0.03,-0.02,1688132919.7875838
-3.92,-2.48,-0.57,-0.02,-0.02,-0.04,1688132919.8678937
-4.3,-2.93,-0.41,-0.01,-0.03,-0.04,1688132919.947608
-4.19,-3.32,-0.52,-0.01,-0.04,-0.06,1688132920.027593
-3.48,-3.14,-0.51,-0.01,-0.03,-0.04,1688132920.1075394
-2.06,-2.77,-0.82,-0.02,-0.01,-0.04,1688132920.1876094
-0.3,-1.35,-1.15,-0.02,0.01,0.0,1688132920.267849
0.27,-0.93,-1.21,-0.01,0.02,0.02,1688132920.3476343
0.16,-0.74,-1.17,-0.02,0.02,0.02,1688132920.4279265
0.24,-0.65,-1.15,-0.02,0.02,0.02,1688132920.5080264
0.44,-0.65,-1.32,-0.02,0.03,0.02,1688132920.5879185
