Fx,Fy,Fz,Tx,Ty,Tz,Timestamp
-1.55,-0.51,-0.84,-0.03,0.01,0.03,1688132839.3079913
-1.83,-0.86,-1.03,-0.03,0.02,0.01,1688132839.4041126
-2.16,-0.68,-1.06,-0.03,0.02,0.03,1688132839.4800005
-1.79,-0.62,-1.24,-0.03,0.03,0.02,1688132839.5600102
-1.62,-0.91,-1.21,-0.03,0.02,0.01,1688132839.6400204
-1.45,-0.99,-0.92,-0.03,0.02,0.01,1688132839.7239647
-1.07,-0.9,-1.03,-0.03,0.02,0.01,1688132839.8001065
-1.3,-0.67,-1.2,-0.03,0.03,0.01,1688132839.883983
-2.27,-0.62,-1.79,-0.03,0.04,0.01,1688132839.9760542
-2.89,-0.51,-2.38,-0.03,0.06,0.02,1688132840.0437624
-2.81,-0.89,-2.6,-0.03,0.07,0.01,1688132840.1199858
-2.74,-0.95,-2.3,-0.02,0.04,0.02,1688132840.1878362
-2.02,-1.37,-1.5,-0.02,0.02,-0.0,1688132840.268009
-1.33,-0.99,-1.34,-0.02,0.02,0.01,1688132840.3480456
-1.29,-0.66,-1.59,-0.03,0.03,0.02,1688132840.4236715
-1.94,-0.46,-1.68,-0.03,0.04,0.02,1688132840.4880323
-2.34,-0.31,-2.15,-0.03,0.06,0.02,1688132840.5720415
-2.88,-0.91,-2.43,-0.02,0.06,-0.0,1688132840.6560552
-2.47,-1.29,-1.94,-0.02,0.04,-0.01,1688132840.7440228
-1.91,-1.19,-1.74,-0.01,0.03,-0.0,1688132840.8281302
-0.95,-1.02,-1.5,-0.02,0.03,0.01,1688132840.9081283
-0.83,-0.81,-1.42,-0.02,0.03,0.01,1688132840.9921532
-0.73,-0.72,-1.6,-0.02,0.04,0.01,1688132841.0839667
-0.88,-0.78,-1.47,-0.03,0.04,0.01,1688132841.1640432
-1.56,-1.12,-1.57,-0.02,0.03,-0.0,1688132841.2438676
-2.42,-1.01,-2.03,-0.02,0.05,-0.01,1688132841.3236969
-3.04,-1.07,-2.31,-0.02,0.05,-0.01,1688132841.4041626
-1.64,-1.11,-2.2,-0.01,0.04,0.01,1688132841.4881523
-0.16,-0.8,-2.0,-0.02,0.04,0.01,1688132841.5841262
-0.37,-0.81,-1.71,-0.02,0.03,0.01,1688132841.680123
-1.0,-0.67,-1.86,-0.02,0.04,0.02,1688132841.7760189
-2.4,-0.87,-2.31,-0.02,0.06,0.01,1688132841.8681395
-2.74,-0.78,-2.63,-0.02,0.06,0.0,1688132841.9521961
-2.89,-0.54,-2.83,-0.02,0.07,0.01,1688132842.0480454
-3.34,-0.5,-3.07,-0.02,0.07,0.02,1688132842.1400857
-2.39,0.2,-2.97,-0.03,0.08,0.03,1688132842.2240732
-1.8,0.51,-3.33,-0.04,0.11,0.03,1688132842.3200893
-2.31,-0.08,-3.32,-0.04,0.11,0.02,1688132842.412126
-2.42,-1.01,-2.64,-0.04,0.07,0.0,1688132842.4961421
-2.02,-1.3,-2.02,-0.01,0.04,-0.01,1688132842.592101
-1.47,-1.49,-1.66,-0.02,0.03,-0.01,1688132842.6881387
-1.75,-0.4,-1.79,-0.03,0.05,0.02,1688132842.7841039
-1.94,0.5,-2.38,-0.05,0.07,0.04,1688132842.8801398
-2.0,0.07,-2.35,-0.05,0.07,0.02,1688132842.9760666
-2.31,-0.79,-2.0,-0.03,0.06,0.0,1688132843.0721703
-1.78,-1.39,-1.89,-0.01,0.04,-0.01,1688132843.1519568
-2.1,-1.62,-1.86,-0.01,0.03,-0.01,1688132843.2479987
-2.4,-1.23,-2.13,-0.01,0.04,-0.01,1688132843.3440218
-3.34,-0.66,-3.35,-0.01,0.09,-0.01,1688132843.439998
-3.93,-0.48,-3.92,-0.01,0.11,0.0,1688132843.516022
-3.62,-0.7,-4.32,-0.01,0.12,-0.01,1688132843.5957816
-3.65,-0.95,-3.63,-0.01,0.09,-0.0,1688132843.680089
-1.26,-0.6,-3.1,-0.01,0.08,0.0,1688132843.7721014
-0.14,-0.63,-2.54,-0.01,0.06,0.01,1688132843.856083
-0.47,-0.95,-1.96,-0.02,0.05,0.01,1688132843.9521432
-1.03,-0.8,-1.94,-0.02,0.05,0.01,1688132844.0480733
-2.54,-0.75,-2.31,-0.02,0.06,-0.0,1688132844.144005
-3.23,-0.81,-3.07,-0.02,0.09,-0.01,1688132844.2401447
-3.88,-0.75,-3.19,-0.01,0.08,0.0,1688132844.3321989
-2.43,-0.91,-2.78,-0.02,0.06,0.01,1688132844.416178
-1.16,-0.89,-2.22,-0.02,0.05,0.01,1688132844.5120676
-1.3,-0.48,-2.19,-0.02,0.07,0.01,1688132844.6080043
-2.14,-0.25,-2.33,-0.03,0.07,0.02,1688132844.6840508
-1.61,-0.44,-1.52,-0.04,0.05,0.02,1688132844.767753
-0.87,-0.08,-1.05,-0.04,0.02,0.02,1688132844.844002
-0.84,-0.72,-0.69,-0.04,0.02,0.01,1688132844.9280114
-1.12,-0.59,-0.9,-0.04,0.02,0.02,1688132845.0080433
-1.32,-0.92,-0.98,-0.04,0.02,0.02,1688132845.104028
-1.05,-1.24,-0.97,-0.04,0.02,0.01,1688132845.200085
-1.36,-1.64,-0.92,-0.03,0.0,-0.0,1688132845.296078
-0.68,-1.36,-1.12,-0.02,0.01,0.01,1688132845.3880599
0.07,-1.27,-1.22,-0.01,0.01,0.02,1688132845.4678926
0.1,-0.75,-1.26,-0.02,0.02,0.02,1688132845.5519688
-0.15,-0.44,-1.21,-0.03,0.03,0.02,1688132845.6440651
-0.5,-0.36,-1.13,-0.04,0.03,0.02,1688132845.7280767
-0.63,-0.2,-1.27,-0.05,0.03,0.01,1688132845.8200154
-0.9,-0.24,-1.1,-0.05,0.02,0.02,1688132845.9000823
-1.3,-0.19,-1.26,-0.05,0.01,0.02,1688132845.9841456
-1.49,-0.54,-1.19,-0.05,0.01,0.02,1688132846.0802488
-2.75,-0.85,-1.24,-0.05,0.0,0.03,1688132846.1761105
-3.64,-1.99,-1.37,-0.04,0.0,0.01,1688132846.2560554
-3.44,-2.77,-1.47,-0.03,0.01,-0.03,1688132846.332038
-3.41,-3.35,-1.29,-0.02,-0.0,-0.05,1688132846.4158704
-2.72,-3.32,-1.28,0.0,-0.01,-0.05,1688132846.4959474
-2.56,-3.47,-1.06,0.0,-0.03,-0.05,1688132846.587859
-1.57,-2.68,-0.99,0.01,-0.03,-0.03,1688132846.672072
-1.01,-1.39,-0.94,-0.01,-0.02,0.02,1688132846.7640588
-0.52,0.27,-0.73,-0.04,-0.02,0.01,1688132846.8439047
-0.88,0.32,-0.67,-0.04,-0.01,0.01,1688132846.932088
-0.7,-0.21,-0.84,-0.05,0.01,0.01,1688132847.0040445
