Fx,Fy,Fz,Tx,Ty,Tz,Timestamp
-3.23,-0.79,-0.4,-0.03,-0.0,0.0,1688133066.488275
-3.33,-0.8,-0.42,-0.03,-0.0,0.0,1688133066.5842288
-3.4,-0.75,-0.42,-0.03,-0.0,0.01,1688133066.6640341
-3.25,-0.71,-0.41,-0.03,-0.0,0.01,1688133066.744083
-3.32,-0.72,-0.45,-0.03,0.0,0.01,1688133066.8240097
-3.43,-0.78,-0.53,-0.03,0.01,0.0,1688133066.9039342
-3.33,-0.59,-0.67,-0.03,0.01,0.01,1688133066.9839048
-3.15,-0.85,-0.82,-0.03,0.01,0.01,1688133067.0600975
-2.71,-1.2,-1.05,-0.03,0.01,0.01,1688133067.1602612
-2.33,-1.16,-1.22,-0.03,0.01,0.01,1688133067.2403216
-2.53,-1.16,-1.22,-0.03,0.01,0.0,1688133067.3160806
-2.95,-1.1,-1.27,-0.02,0.0,0.0,1688133067.3962352
-3.58,-0.97,-1.24,-0.03,0.0,0.0,1688133067.4801285
-4.23,-1.17,-1.64,-0.03,0.03,-0.01,1688133067.5603287
-3.66,-0.45,-1.32,-0.03,0.01,-0.0,1688133067.6402297
-3.93,-0.88,-0.63,-0.04,-0.01,-0.02,1688133067.720294
-2.74,-0.33,-1.03,-0.03,0.03,0.01,1688133067.7960198
-2.42,-0.6,-0.57,-0.04,0.01,-0.0,1688133067.8599927
-2.77,-1.23,-0.7,-0.03,0.0,-0.0,1688133067.9280019
-3.16,-1.71,-0.62,-0.03,-0.01,0.0,1688133068.003951
-3.02,-2.35,-0.6,-0.02,-0.01,-0.03,1688133068.0841126
-2.58,-2.19,-0.64,-0.02,-0.0,-0.03,1688133068.1841748
-2.36,-0.88,-0.73,-0.03,0.0,-0.02,1688133068.2640617
-2.08,-0.01,-0.86,-0.04,0.0,-0.01,1688133068.3442156
-2.37,0.26,-0.57,-0.05,-0.01,0.0,1688133068.4241772
-2.5,0.22,-0.56,-0.05,0.0,0.02,1688133068.5041747
-2.27,-0.07,-0.49,-0.05,-0.0,0.01,1688133068.5842905
-2.74,-0.85,-0.73,-0.05,-0.01,0.0,1688133068.6641085
-3.28,-1.69,-0.77,-0.03,-0.03,0.01,1688133068.7403111
-3.3,-2.61,-0.96,-0.02,-0.02,-0.02,1688133068.8080614
-4.04,-2.48,-0.68,-0.01,-0.02,-0.05,1688133068.8879952
-3.09,-1.48,-0.59,-0.02,0.01,-0.04,1688133068.9680183
-4.32,-1.14,-0.18,-0.03,-0.01,-0.04,1688133069.0479832
-3.38,-1.16,-0.59,-0.03,0.01,-0.03,1688133069.127842
-3.22,-0.33,-0.4,-0.02,-0.04,-0.01,1688133069.2078972
-2.76,-0.4,-0.41,-0.03,-0.05,-0.03,1688133069.288205
-2.41,-0.02,-0.16,-0.04,-0.05,-0.0,1688133069.3682218
-2.13,0.43,0.05,-0.05,-0.04,0.02,1688133069.448234
-2.17,0.58,-0.02,-0.06,-0.04,0.02,1688133069.5282028
-2.34,0.55,-0.16,-0.05,-0.03,0.03,1688133069.608197
-2.84,0.08,-0.06,-0.04,-0.03,0.02,1688133069.6921673
-3.51,-0.65,-0.4,-0.03,-0.02,0.02,1688133069.7882247
-3.81,-1.7,-0.32,-0.02,-0.05,0.0,1688133069.880206
-3.58,-1.75,-0.16,-0.02,-0.05,-0.01,1688133069.9597337
-3.07,-0.31,-0.11,-0.03,-0.04,0.0,1688133070.0399904
-3.03,0.44,-0.04,-0.05,-0.04,0.01,1688133070.1202357
-2.51,0.48,-0.1,-0.05,-0.02,0.01,1688133070.199991
-2.39,0.7,0.07,-0.05,-0.02,0.04,1688133070.2799346
-2.32,0.19,0.0,-0.04,-0.01,0.04,1688133070.3602202
-1.65,-0.25,-0.57,-0.05,0.0,0.02,1688133070.4441504
-2.42,-1.13,-0.54,-0.05,-0.02,0.03,1688133070.5361595
-2.27,-1.98,-0.83,-0.03,-0.03,0.01,1688133070.6200564
-3.21,-2.21,-0.54,-0.02,-0.08,-0.0,1688133070.716179
-2.83,-2.23,-0.49,-0.0,-0.08,-0.01,1688133070.812208
-2.79,-1.62,-0.16,-0.01,-0.06,-0.0,1688133070.9042535
-2.28,-0.79,-0.47,-0.03,-0.02,-0.0,1688133070.9881535
-3.31,-0.67,-0.42,-0.03,-0.02,-0.02,1688133071.0839858
-2.8,-0.57,-0.79,-0.03,0.0,-0.01,1688133071.1760075
-1.77,-0.82,-0.37,-0.04,-0.03,-0.01,1688133071.2600112
-0.66,-0.44,-0.6,-0.04,-0.02,0.02,1688133071.356018
-0.54,-0.63,-0.71,-0.04,-0.01,0.02,1688133071.4361835
-0.97,-0.36,-0.61,-0.04,-0.01,0.02,1688133071.5320134
-1.89,-0.19,-0.17,-0.05,-0.03,0.01,1688133071.607746
-1.31,-0.28,-0.41,-0.04,0.01,0.03,1688133071.6878405
-1.03,-0.67,-0.51,-0.04,0.01,0.02,1688133071.7681754
-0.77,-0.54,-0.53,-0.04,0.01,0.01,1688133071.8482633
-0.57,-0.94,-0.83,-0.05,0.02,0.0,1688133071.932073
-0.36,-1.32,-1.11,-0.05,0.03,-0.0,1688133072.028232
-0.74,-1.72,-0.92,-0.05,0.02,-0.0,1688133072.1201415
-2.35,-1.79,-0.75,-0.03,-0.02,0.0,1688133072.2041779
-2.37,-1.86,-0.82,-0.03,-0.02,-0.01,1688133072.3001583
-2.97,-1.96,-0.59,-0.02,-0.03,-0.01,1688133072.396177
-3.16,-1.3,-0.68,-0.03,-0.01,-0.01,1688133072.4759498
-2.97,-0.84,-0.61,-0.03,0.02,0.0,1688133072.556175
