Fx,Fy,Fz,Tx,Ty,Tz,Timestamp
0.1,0.13,-0.13,0.0,-0.01,-0.0,1688741963.9225507
0.16,0.07,-0.18,0.0,-0.01,-0.01,1688741964.0023067
0.23,0.11,-0.22,0.01,-0.01,-0.0,1688741964.0823302
0.17,0.03,-0.19,0.0,-0.01,-0.0,1688741964.1625445
0.13,0.06,-0.25,0.01,-0.01,-0.0,1688741964.2425594
0.15,0.11,-0.24,0.0,-0.01,-0.0,1688741964.3225312
0.11,-0.01,-0.21,0.0,-0.01,-0.0,1688741964.4026062
0.03,0.0,-0.24,0.01,-0.01,-0.0,1688741964.4864492
0.0,0.07,-0.21,0.01,-0.01,-0.0,1688741964.5827146
0.13,0.07,-0.18,0.01,-0.01,-0.01,1688741964.6743305
-0.04,0.08,-0.21,0.01,-0.01,-0.01,1688741964.7542548
0.06,-0.03,-0.27,0.0,-0.0,-0.0,1688741964.8341095
0.1,-0.04,-0.29,0.01,-0.01,-0.0,1688741964.9144025
0.18,-0.12,-0.27,0.0,-0.01,-0.0,1688741964.9945574
0.16,-0.08,-0.24,0.01,-0.01,-0.0,1688741965.0784047
0.24,-0.09,-0.29,0.01,-0.01,-0.01,1688741965.174505
0.1,-0.05,-0.2,0.01,-0.01,-0.0,1688741965.2663567
-0.04,0.07,-0.26,0.01,-0.01,-0.01,1688741965.3465214
0.11,0.18,-0.34,0.0,-0.01,-0.0,1688741965.4261603
0.04,0.13,-0.26,0.0,-0.01,-0.0,1688741965.5105147
0.16,0.13,-0.31,0.0,-0.01,0.0,1688741965.6024816
0.21,0.05,-0.22,0.0,-0.01,-0.0,1688741965.6860657
0.21,0.14,-0.19,0.0,-0.01,-0.0,1688741965.78239
0.23,0.05,-0.24,0.0,-0.01,-0.0,1688741965.8785417
0.22,-0.03,-0.2,0.0,-0.01,-0.0,1688741965.9744148
0.19,-0.09,-0.24,0.0,-0.01,-0.0,1688741966.066513
0.14,0.03,-0.17,0.01,-0.01,-0.0,1688741966.1502464
0.17,-0.03,-0.13,0.01,-0.01,-0.01,1688741966.2424862
0.09,-0.1,-0.15,0.0,-0.01,-0.01,1688741966.3264704
-0.01,0.0,-0.18,0.0,-0.01,-0.01,1688741966.4226246
0.08,-0.02,-0.15,0.0,-0.01,-0.0,1688741966.5185068
0.09,-0.07,-0.19,0.01,-0.01,-0.01,1688741966.6143801
0.05,0.02,-0.17,0.01,-0.01,-0.0,1688741966.7105453
0.05,-0.01,-0.17,0.0,-0.01,-0.0,1688741966.806404
0.16,0.09,-0.14,0.0,-0.01,-0.01,1688741966.9025073
0.15,0.07,-0.19,0.0,-0.01,-0.0,1688741966.99848
0.02,0.1,-0.2,0.0,-0.01,-0.0,1688741967.0905206
0.13,-0.23,-0.23,0.0,-0.01,-0.0,1688741967.1705024
0.19,-0.12,-0.29,0.01,-0.01,-0.0,1688741967.2505403
0.26,-0.05,-0.26,0.01,-0.01,0.0,1688741967.3341653
0.08,-0.23,-0.23,0.01,-0.0,0.0,1688741967.4303465
0.1,-0.11,-0.16,0.0,-0.01,-0.0,1688741967.5266376
0.25,0.08,-0.23,0.01,-0.01,-0.0,1688741967.6227152
0.14,0.1,-0.23,0.0,-0.01,-0.0,1688741967.7187047
0.16,0.02,-0.19,0.0,-0.01,-0.0,1688741967.814575
0.13,-0.02,-0.2,0.0,-0.0,-0.0,1688741967.9106145
0.3,-0.03,-0.2,0.0,-0.01,0.0,1688741968.006598
0.09,-0.18,-0.24,0.0,-0.0,0.0,1688741968.1026096
0.13,-0.2,-0.2,0.0,-0.0,-0.0,1688741968.1986265
0.2,-0.11,-0.19,0.0,-0.0,-0.0,1688741968.2945592
0.12,-0.12,-0.18,0.0,-0.0,0.0,1688741968.3908386
0.25,0.07,-0.15,0.0,-0.01,-0.0,1688741968.486641
0.13,-0.01,-0.2,0.0,-0.01,-0.0,1688741968.5785875
0.05,-0.03,-0.16,0.0,-0.01,-0.0,1688741968.662667
0.05,0.15,-0.18,0.0,-0.01,-0.0,1688741968.7545216
-0.02,-0.01,-0.22,0.0,-0.01,-0.0,1688741968.8345947
0.03,-0.02,-0.13,0.0,-0.01,-0.0,1688741968.9144971
-0.05,0.04,-0.13,0.0,-0.01,-0.01,1688741968.9989297
-0.04,-0.02,-0.1,0.0,-0.01,-0.0,1688741969.090315
-0.06,0.01,-0.12,0.0,-0.01,-0.01,1688741969.1706266
-0.04,0.0,-0.02,0.0,-0.01,-0.01,1688741969.2504632
-0.03,-0.07,-0.14,0.0,-0.01,-0.0,1688741969.3305125
-0.03,-0.09,-0.17,0.0,-0.01,-0.0,1688741969.4103293
0.06,-0.18,-0.17,0.0,-0.01,-0.0,1688741969.4942038
0.08,-0.24,-0.14,0.0,-0.01,-0.0,1688741969.5866334
0.11,-0.16,-0.1,0.0,-0.01,-0.0,1688741969.666568
0.08,-0.13,-0.12,0.01,-0.01,-0.0,1688741969.7508857
0.16,-0.15,-0.13,0.0,-0.01,-0.0,1688741969.8426275
-0.03,0.02,-0.12,0.0,-0.01,-0.0,1688741969.926882
-0.11,0.13,-0.26,0.01,-0.01,-0.01,1688741970.0225093
0.04,0.07,-0.23,0.01,-0.01,-0.01,1688741970.1185822
0.14,0.23,-0.28,0.01,-0.01,-0.0,1688741970.210581
0.16,0.18,-0.25,0.01,-0.01,-0.01,1688741970.2942324
0.14,0.21,-0.28,0.0,-0.01,-0.0,1688741970.3863282
0.19,0.16,-0.28,0.01,-0.01,-0.0,1688741970.4664953
0.24,0.13,-0.22,0.0,-0.01,-0.0,1688741970.5465634
0.24,0.09,-0.13,0.01,-0.01,-0.0,1688741970.6303828
0.17,-0.09,-0.18,0.0,-0.01,-0.0,1688741970.7102354
0.22,-0.08,-0.21,0.01,-0.01,-0.0,1688741970.7904086
0.11,-0.16,-0.18,0.0,-0.0,-0.0,1688741970.8702617
0.28,-0.21,-0.21,0.0,-0.01,0.0,1688741970.946336
0.27,-0.24,-0.16,0.01,-0.01,0.0,1688741971.0265534
0.22,-0.12,-0.15,0.01,-0.01,0.0,1688741971.10657
0.29,-0.11,-0.18,0.01,-0.0,0.0,1688741971.1864364
0.19,0.11,-0.17,0.01,-0.0,0.0,1688741971.2664428
0.18,0.09,-0.16,0.01,-0.01,0.0,1688741971.3465393
0.22,0.0,-0.16,0.0,-0.01,-0.0,1688741971.426601
0.18,0.08,-0.12,0.0,-0.01,-0.0,1688741971.5104387
0.12,0.02,-0.1,0.0,-0.01,0.0,1688741971.5864007
0.18,0.05,-0.12,0.0,-0.01,-0.0,1688741971.6503491
0.22,0.01,-0.18,0.0,-0.01,0.0,1688741971.7302434
0.21,0.01,-0.13,0.0,-0.01,-0.0,1688741971.7946074
0.22,-0.02,-0.16,0.0,-0.01,-0.0,1688741971.878641
0.23,-0.12,-0.19,0.0,-0.01,-0.0,1688741971.9544258
0.18,-0.15,-0.2,0.0,-0.01,-0.0,1688741972.0384972
0.26,-0.09,-0.2,0.01,-0.01,-0.0,1688741972.1185853
0.23,-0.15,-0.15,0.0,-0.01,-0.0,1688741972.198448
0.16,-0.07,-0.21,0.0,-0.01,-0.0,1688741972.2745712
0.15,-0.11,-0.21,0.0,-0.0,-0.0,1688741972.3543365
0.18,-0.03,-0.22,0.01,-0.0,-0.0,1688741972.4343278
0.16,-0.08,-0.22,0.0,-0.0,0.0,1688741972.5144129
0.21,0.0,-0.17,0.0,-0.01,0.0,1688741972.5942888
0.21,0.0,-0.18,0.0,-0.01,0.0,1688741972.658263
0.24,0.12,-0.19,0.0,-0.01,0.0,1688741972.7423215
-0.02,-0.02,-0.18,0.0,-0.01,-0.0,1688741972.8181448
-0.1,-0.07,-0.26,0.01,-0.01,-0.0,1688741972.9025526
-0.06,-0.01,-0.24,0.01,-0.01,-0.0,1688741972.9785671
-0.03,-0.12,-0.28,0.01,-0.01,-0.0,1688741973.062426
-0.11,-0.12,-0.25,0.01,-0.01,-0.01,1688741973.1422577
0.04,-0.18,-0.19,0.01,-0.01,-0.01,1688741973.2224486
0.01,-0.19,-0.21,0.01,-0.01,-0.01,1688741973.302425
0.03,-0.14,-0.24,0.01,-0.01,-0.01,1688741973.3782392
0.0,-0.09,-0.17,0.01,-0.01,-0.01,1688741973.4424663
0.0,-0.03,-0.24,0.01,-0.01,-0.01,1688741973.5103424
-0.01,-0.07,-0.23,0.01,-0.01,-0.01,1688741973.5906527
-0.03,-0.02,-0.18,0.01,-0.01,-0.01,1688741973.682686
0.02,-0.13,-0.24,0.01,-0.01,-0.0,1688741973.782729
0.13,-0.24,-0.18,0.01,-0.01,0.0,1688741973.8787072
0.2,-0.15,-0.14,0.01,-0.01,0.0,1688741973.974793
