Fx,Fy,Fz,Tx,Ty,Tz,Timestamp
0.0,-0.16,-0.21,-0.01,-0.01,-0.0,1688742258.7266984
-0.09,-0.08,-0.29,-0.01,-0.01,-0.0,1688742258.8021348
0.0,-0.2,-0.26,-0.01,-0.01,0.0,1688742258.8824902
-0.07,-0.03,-0.24,-0.01,-0.01,-0.0,1688742258.9626374
-0.05,-0.06,-0.19,-0.0,-0.01,-0.0,1688742259.0427227
-0.02,-0.2,-0.19,-0.01,-0.01,-0.0,1688742259.1266553
-0.02,-0.06,-0.28,-0.01,-0.01,0.0,1688742259.206769
0.04,-0.19,-0.32,-0.01,-0.0,-0.0,1688742259.2866795
-0.08,-0.19,-0.29,-0.01,-0.0,-0.0,1688742259.3667436
0.05,-0.23,-0.31,-0.01,-0.01,-0.0,1688742259.4466271
0.17,-0.25,-0.46,-0.0,-0.01,-0.0,1688742259.5264213
0.09,-0.21,-0.46,-0.0,-0.01,-0.01,1688742259.602556
0.06,-0.15,-0.52,-0.0,-0.0,-0.0,1688742259.686798
-0.05,-0.27,-0.54,0.0,-0.01,-0.01,1688742259.7663143
-0.19,-0.23,-0.46,0.0,-0.01,-0.01,1688742259.8467102
-0.23,-0.08,-0.45,-0.01,-0.0,0.0,1688742259.9226975
-0.09,0.01,-0.51,-0.01,-0.0,0.01,1688742260.0226731
-0.03,-0.04,-0.42,-0.01,-0.0,0.0,1688742260.1026664
-0.04,-0.16,-0.36,-0.01,-0.0,0.0,1688742260.1786857
0.01,-0.1,-0.4,-0.01,-0.01,0.0,1688742260.2625077
0.04,-0.23,-0.38,-0.01,-0.01,-0.0,1688742260.358684
0.01,-0.29,-0.51,-0.0,-0.0,-0.01,1688742260.434842
0.09,-0.39,-0.63,-0.0,-0.0,-0.01,1688742260.5186582
0.17,-0.33,-0.62,0.0,-0.0,-0.01,1688742260.5986316
0.19,-0.26,-0.58,0.0,-0.0,-0.01,1688742260.6786664
0.22,-0.24,-0.62,0.0,-0.0,-0.0,1688742260.7586665
0.15,-0.34,-0.61,0.0,0.0,-0.01,1688742260.8385587
0.21,-0.25,-0.59,0.0,-0.0,-0.01,1688742260.9184391
0.3,-0.04,-0.55,0.0,-0.0,0.0,1688742260.9982018
0.15,0.09,-0.43,-0.0,-0.0,0.0,1688742261.078465
0.01,-0.17,-0.39,-0.01,-0.0,0.0,1688742261.1619358
-0.06,-0.14,-0.28,-0.01,-0.0,0.0,1688742261.2502215
-0.09,0.09,-0.35,-0.01,-0.0,0.0,1688742261.318295
-0.09,-0.01,-0.36,-0.01,-0.0,0.0,1688742261.3945131
-0.08,-0.05,-0.33,-0.01,-0.0,0.0,1688742261.4743521
-0.08,-0.06,-0.34,-0.01,-0.0,0.0,1688742261.542187
0.08,-0.13,-0.38,-0.01,-0.0,0.0,1688742261.6223476
0.0,-0.04,-0.38,-0.01,0.0,0.0,1688742261.7024071
0.03,-0.18,-0.43,-0.01,0.0,-0.0,1688742261.7786238
0.03,-0.34,-0.57,-0.0,0.0,-0.01,1688742261.8626008
0.05,-0.4,-0.72,-0.0,0.01,-0.01,1688742261.9464364
0.1,-0.44,-0.62,-0.0,0.0,-0.01,1688742262.0426526
0.17,-0.35,-0.58,0.0,0.0,-0.01,1688742262.1386356
0.22,-0.46,-0.54,0.0,0.0,-0.01,1688742262.2306068
0.23,-0.28,-0.55,0.0,0.0,-0.0,1688742262.314412
0.31,-0.18,-0.51,0.0,-0.0,-0.01,1688742262.4066362
0.14,-0.17,-0.39,0.0,-0.0,-0.0,1688742262.48663
0.22,-0.25,-0.49,0.0,-0.0,-0.01,1688742262.5704658
0.15,-0.29,-0.4,0.0,-0.0,-0.01,1688742262.6664581
0.08,-0.23,-0.46,0.0,-0.0,-0.01,1688742262.76269
0.14,-0.32,-0.57,0.01,-0.0,-0.01,1688742262.8544717
0.18,0.04,-0.45,-0.0,-0.0,0.0,1688742262.9346118
0.14,-0.04,-0.35,-0.0,-0.01,0.0,1688742263.01832
